author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
Лидер Групп;https://spb.cian.ru/sale/flat/286951246/;Санкт-Петербург;sale;flat;2;12;2;42.47;5818390;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
АН Знаменское;https://spb.cian.ru/sale/flat/292750650/;Санкт-Петербург;sale;flat;1;3;2;78.9;12900000;Адмиралтейский;Якубовича;Адмиралтейская;
Лидер Групп;https://spb.cian.ru/sale/flat/286951285/;Санкт-Петербург;sale;flat;2;12;2;42.78;5860860;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
Феникс Недвижимость;https://spb.cian.ru/sale/flat/282562089/;Санкт-Петербург;sale;flat;5;9;2;44.4;7750000;Калининский;Академическое;Академическая;
Лидер Групп;https://spb.cian.ru/sale/flat/286948301/;Санкт-Петербург;sale;flat;2;12;2;41.85;5859000;Пушкинский;;Купчино;Аэросити 5 ЖК
NEWдвижимость;https://spb.cian.ru/sale/flat/290770332/;Санкт-Петербург;sale;flat;2;4;2;58.0;14490000;Адмиралтейский;Коломна;Балтийская;
ЦДС;https://spb.cian.ru/sale/flat/292526945/;Санкт-Петербург;sale;flat;1;16;2;35.35;5890105;Выборгский;Пригородный тер.;Озерки;Parkolovo
Адвекс;https://spb.cian.ru/sale/flat/292623656/;Санкт-Петербург;sale;flat;5;6;2;60.3;13670000;Адмиралтейский;8-я Красноармейская;Балтийская;
ГлавстройСПб;https://spb.cian.ru/sale/flat/292792067/;Санкт-Петербург;sale;flat;4;23;2;34.64;5978864;Приморский;Лахта-Ольгино;Зенит;ЮНТОЛОВО ЖК
Агентство Котлин;https://spb.cian.ru/sale/flat/287330200/;Санкт-Петербург;sale;flat;4;10;2;54.7;9400000;Приморский;Планерная;Комендантский проспект;
Самолет;https://spb.cian.ru/sale/flat/284756126/;Санкт-Петербург;sale;flat;1;9;2;32.01;5914329;Курортный;;Проспект Просвещения;Курортный квартал ЖК
4ROOMS;https://spb.cian.ru/sale/flat/291644892/;Санкт-Петербург;sale;flat;3;10;2;51.0;8200000;Приморский;Долгоозерная;Комендантский проспект;
ЦДС;https://spb.cian.ru/sale/flat/292941551/;Санкт-Петербург;sale;flat;3;16;2;39.51;6003930;Выборгский;Пригородный тер.;Проспект Просвещения;Parkolovo
АН РЕШЕНИЕ;https://spb.cian.ru/sale/flat/283971859/;Санкт-Петербург;sale;flat;5;5;2;51.0;7600000;Невский;Невская застава;Елизаровская;
ГлавстройСПб;https://spb.cian.ru/sale/flat/292791847/;Санкт-Петербург;sale;flat;9;23;2;35.55;6139486;Приморский;Лахта-Ольгино;Зенит;ЮНТОЛОВО ЖК
Лига Недвижимости;https://spb.cian.ru/sale/flat/292653854/;Санкт-Петербург;sale;flat;2;12;2;48.2;8200000;Калининский;Верности;Академическая;
Лидер Групп;https://spb.cian.ru/sale/flat/286948781/;Санкт-Петербург;sale;flat;4;12;2;43.27;6187610;Пушкинский;;Купчино;Аэросити 5 ЖК
Мир Квартир Элит;https://spb.cian.ru/sale/flat/287511310/;Санкт-Петербург;sale;flat;19;19;2;80.5;30000000;Московский;Киевская;Фрунзенская;
Самолет;https://spb.cian.ru/sale/flat/284756099/;Санкт-Петербург;sale;flat;1;9;2;34.67;6180830;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Remiz;https://spb.cian.ru/sale/flat/292121163/;Санкт-Петербург;sale;flat;4;10;2;45.7;7100000;Калининский;Академическое;Политехническая;
Лидер Групп;https://spb.cian.ru/sale/flat/286957930/;Санкт-Петербург;sale;flat;10;10;2;40.36;6255800;Пушкинский;проспект Старорусский;Купчино;Аэросити Family
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/292297478/;Санкт-Петербург;sale;flat;3;6;2;54.8;9500000;Кировский;Швецова;;
ЦДС;https://spb.cian.ru/sale/flat/292526127/;Санкт-Петербург;sale;flat;13;15;2;36.33;6285535;Выборгский;Пригородный тер.;Проспект Просвещения;Parkolovo
ТРЕНД;https://spb.cian.ru/sale/flat/286771463/;Санкт-Петербург;sale;flat;2;12;2;41.4;8590000;Приморский;Оптиков;Старая Деревня;Победитель
ЦДС;https://spb.cian.ru/sale/flat/292526976/;Санкт-Петербург;sale;flat;9;16;2;41.01;6281892;Выборгский;Пригородный тер.;Озерки;Parkolovo
Инга Морозовская;https://spb.cian.ru/sale/flat/292933926/;Санкт-Петербург;sale;flat;3;7;2;45.3;14900000;Центральный;Марата;Маяковская;
ЦДС;https://spb.cian.ru/sale/flat/292527442/;Санкт-Петербург;sale;flat;13;16;2;41.5;6315412;Выборгский;Пригородный тер.;Озерки;Parkolovo
МИР КВАРТИР;https://spb.cian.ru/sale/flat/290332835/;Санкт-Петербург;sale;flat;6;6;2;72.1;19200000;Московский;Пулковский меридиан;Парк Победы;
ЦДС;https://spb.cian.ru/sale/flat/292941595/;Санкт-Петербург;sale;flat;5;16;2;43.09;6331373;Выборгский;Пригородный тер.;Проспект Просвещения;Parkolovo
ТРЕНД;https://spb.cian.ru/sale/flat/293025332/;Санкт-Петербург;sale;flat;9;10;2;37.0;9490000;Выборгский;Светлановское;Площадь Мужества;
Самолет;https://spb.cian.ru/sale/flat/292207833/;Санкт-Петербург;sale;flat;3;11;2;43.65;6379842;Колпинский;;Рыбацкое;Новое Колпино ЖК
Мир Квартир Элит;https://spb.cian.ru/sale/flat/292415218/;Санкт-Петербург;sale;flat;3;5;2;49.0;15700000;Центральный;Смольнинское;Площадь Восстания;
Самолет;https://spb.cian.ru/sale/flat/292090419/;Санкт-Петербург;sale;flat;8;9;2;33.25;6380598;Курортный;;Проспект Просвещения;Курортный квартал ЖК
ТРЕНД;https://spb.cian.ru/sale/flat/293025352/;Санкт-Петербург;sale;flat;14;17;2;51.7;7900000;Красносельский;Юго-Запад;Ленинский проспект;
ЦДС;https://spb.cian.ru/sale/flat/292526583/;Санкт-Петербург;sale;flat;1;16;2;37.0;6360250;Выборгский;дорога Михайловская;Парнас;Parkolovo
ТРЕНД;https://spb.cian.ru/sale/flat/293025349/;Санкт-Петербург;sale;flat;2;25;2;56.5;11050000;Московский;Звёздное;Звездная;ЦДС Пулковский
Самолет;https://spb.cian.ru/sale/flat/284756076/;Санкт-Петербург;sale;flat;1;9;2;35.81;6427435;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Инженер;https://spb.cian.ru/sale/flat/293036182/;Санкт-Петербург;sale;flat;6;13;2;63.88;16605000;Приморский;Студенческая;Лесная;Terra
Самолет;https://spb.cian.ru/sale/flat/288563569/;Санкт-Петербург;sale;flat;2;8;2;38.0;6485972;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Школа Недвижимости;https://spb.cian.ru/sale/flat/289552278/;Санкт-Петербург;sale;flat;4;9;2;37.44;6900000;Приморский;Планерная;Комендантский проспект;FoRest Аквилон
ГлавстройСПб;https://spb.cian.ru/sale/flat/290310126/;Санкт-Петербург;sale;flat;2;17;2;36.6;6441600;Приморский;Ивинская;Зенит;Юнтолово
Гранит Инвест;https://spb.cian.ru/sale/flat/289120246/;Санкт-Петербург;sale;flat;4;13;2;76.9;29606500;Петроградский;Барочная;Чкаловская;
Самолет;https://spb.cian.ru/sale/flat/289212813/;Санкт-Петербург;sale;flat;2;8;2;39.9;6594901;Курортный;;Проспект Просвещения;Курортный квартал ЖК
LV ESTATE;https://spb.cian.ru/sale/flat/288579108/;Санкт-Петербург;sale;flat;9;11;2;58.3;9499999;Невский;Рыбацкое;Рыбацкое;Живи в Рыбацком ЖК
ЦДС;https://spb.cian.ru/sale/flat/292942145/;Санкт-Петербург;sale;flat;5;16;2;45.13;6552460;Выборгский;Пригородный тер.;Проспект Просвещения;Parkolovo
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/293006848/;Санкт-Петербург;sale;flat;4;23;2;44.4;12500000;Московский;Среднерогатская;Звездная;Крылья
Самолет;https://spb.cian.ru/sale/flat/284754911/;Санкт-Петербург;sale;flat;1;8;2;36.87;6605224;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Петербургская Недвижимость;https://spb.cian.ru/sale/flat/291039124/;Санкт-Петербург;sale;flat;6;6;2;54.5;11000000;Адмиралтейский;Семёновский;Технологический институт;
ЦДС;https://spb.cian.ru/sale/flat/292527482/;Санкт-Петербург;sale;flat;13;16;2;43.95;6614685;Выборгский;Пригородный тер.;Озерки;Parkolovo
LV ESTATE;https://spb.cian.ru/sale/flat/292832409/;Санкт-Петербург;sale;flat;4;6;2;53.0;13499999;Пушкинский;Саперная;Московская;INKERI
ЦДС;https://spb.cian.ru/sale/flat/292527805/;Санкт-Петербург;sale;flat;1;16;2;37.8;6624346;Выборгский;дорога Михайловская;Проспект Просвещения;Parkolovo
Мир Квартир Элит;https://spb.cian.ru/sale/flat/293021749/;Санкт-Петербург;sale;flat;4;10;2;114.9;48000000;Петроградский;Ждановская;Чкаловская;Леонтьевский мыс
ЦДС;https://spb.cian.ru/sale/flat/292526488/;Санкт-Петербург;sale;flat;16;16;2;34.0;6618590;Выборгский;дорога Михайловская;Парнас;Parkolovo
Барокко;https://spb.cian.ru/sale/flat/291956002/;Санкт-Петербург;sale;flat;5;14;2;49.7;10500000;Кировский;Дачное;Ленинский проспект;
ГлавстройСПб;https://spb.cian.ru/sale/flat/290310105/;Санкт-Петербург;sale;flat;3;24;2;36.0;6606000;Приморский;Ивинская;Зенит;Юнтолово
КВС;https://spb.cian.ru/sale/flat/287795210/;Санкт-Петербург;sale;flat;4;4;2;59.0;10800000;Красносельский;Константиновское;Проспект Ветеранов;Любоград
Стоун;https://spb.cian.ru/sale/flat/292710759/;Санкт-Петербург;sale;flat;1;5;2;62.66;6614300;Пушкинский;;Шушары;Полет ЖК
Озерки;https://spb.cian.ru/sale/flat/278969399/;Санкт-Петербург;sale;flat;7;26;2;58.4;9500000;Выборгский;Михаила Дудина;Парнас;Северная долина
ГлавстройСПб;https://spb.cian.ru/sale/flat/292792225/;Санкт-Петербург;sale;flat;22;23;2;36.28;6744997;Приморский;Лахта-Ольгино;Зенит;ПАРК-КВАРТАЛ
Первое Агентство Недвижимости;https://spb.cian.ru/sale/flat/291212444/;Санкт-Петербург;sale;flat;3;9;2;50.7;7450000;Красногвардейский;Полюстрово;;
Самолет;https://spb.cian.ru/sale/flat/288561353/;Санкт-Петербург;sale;flat;8;8;2;40.0;6719240;Курортный;;Проспект Просвещения;Курортный квартал ЖК
ТРЕНД;https://spb.cian.ru/sale/flat/293025337/;Санкт-Петербург;sale;flat;4;5;2;45.7;6800000;Невский;Бабушкина;Пролетарская;
Стоун;https://spb.cian.ru/sale/flat/292708993/;Санкт-Петербург;sale;flat;6;11;2;63.62;6715100;Пушкинский;;Шушары;Полет ЖК
Первое Агентство Недвижимости;https://spb.cian.ru/sale/flat/292605845/;Санкт-Петербург;sale;flat;7;9;2;50.1;7200000;Красногвардейский;Полюстрово;;
Самолет;https://spb.cian.ru/sale/flat/288563559/;Санкт-Петербург;sale;flat;8;8;2;42.4;6743671;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Мир Квартир офис Санкт-Петербург;https://spb.cian.ru/sale/flat/290052242/;Санкт-Петербург;sale;flat;5;16;2;47.0;7000000;Невский;Крыленко;Улица Дыбенко;WINGS апартаменты на Крыленко
ЦДС;https://spb.cian.ru/sale/flat/292528144/;Санкт-Петербург;sale;flat;16;16;2;35.5;6743369;Выборгский;дорога Михайловская;Проспект Просвещения;Parkolovo
BR Group;https://spb.cian.ru/sale/flat/292765434/;Санкт-Петербург;sale;flat;3;3;2;41.9;5200000;Колпинский;Южная;Рыбацкое;
ГлавстройСПб;https://spb.cian.ru/sale/flat/292792080/;Санкт-Петербург;sale;flat;2;23;2;36.77;6748767;Приморский;Лахта-Ольгино;Зенит;ПАРК-КВАРТАЛ
Первое Красносельское;https://spb.cian.ru/sale/flat/289503684/;Санкт-Петербург;sale;flat;9;27;2;68.9;15300000;Московский;Звёздное;Звездная;
Самолет;https://spb.cian.ru/sale/flat/292207830/;Санкт-Петербург;sale;flat;5;11;2;47.89;6759751;Колпинский;;Рыбацкое;Новое Колпино ЖК
VSN (Весь Спектр Недвижимости);https://spb.cian.ru/sale/flat/292726937/;Санкт-Петербург;sale;flat;1;10;2;59.8;8290000;Петродворцовый;Университетский проспект;;
Стоун;https://spb.cian.ru/sale/flat/292709595/;Санкт-Петербург;sale;flat;4;11;2;68.3;6865000;Пушкинский;Московское шоссе;Шушары;Полет
ЮРИСТ  отд.;https://spb.cian.ru/sale/flat/292900237/;Санкт-Петербург;sale;flat;2;9;2;47.7;7199000;Кировский;Стойкости;Проспект Ветеранов;
Самолет;https://spb.cian.ru/sale/flat/285023857/;Санкт-Петербург;sale;flat;1;11;2;51.96;6866358;Колпинский;;Рыбацкое;Новое Колпино ЖК
Гарантия;https://spb.cian.ru/sale/flat/292873263/;Санкт-Петербург;sale;flat;5;17;2;63.7;10300000;Красносельский;Южно-Приморский;Ленинский проспект;
ЦДС;https://spb.cian.ru/sale/flat/292526490/;Санкт-Петербург;sale;flat;14;16;2;34.8;6854929;Выборгский;дорога Михайловская;Парнас;Parkolovo
Адмирал;https://spb.cian.ru/sale/flat/284251489/;Санкт-Петербург;sale;flat;4;5;2;43.6;5950000;Невский;Крыленко;Улица Дыбенко;
Лидер Групп;https://spb.cian.ru/sale/flat/286951293/;Санкт-Петербург;sale;flat;3;12;2;52.07;6873240;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
ЮРИСТ  отд.;https://spb.cian.ru/sale/flat/292995470/;Санкт-Петербург;sale;flat;4;9;2;55.7;9000000;Кировский;Ульянка;Ленинский проспект;
Стоун;https://spb.cian.ru/sale/flat/292709597/;Санкт-Петербург;sale;flat;5;11;2;68.5;6885000;Пушкинский;Московское шоссе;Шушары;Полет
ТРЕНД;https://spb.cian.ru/sale/flat/276623610/;Санкт-Петербург;sale;flat;8;11;2;54.41;14500000;Василеостровский;Гавань;Приморская;MONODOM на Малом
Стоун;https://spb.cian.ru/sale/flat/292708909/;Санкт-Петербург;sale;flat;11;11;2;64.87;6846350;Пушкинский;;Шушары;Полет ЖК
Первое Агентство Недвижимости;https://spb.cian.ru/sale/flat/285312929/;Санкт-Петербург;sale;flat;2;5;2;52.2;15300000;Московский;Варшавская;Электросила;
Самолет;https://spb.cian.ru/sale/flat/285023898/;Санкт-Петербург;sale;flat;1;11;2;51.96;6859967;Колпинский;;Рыбацкое;Новое Колпино ЖК
KARTES;https://spb.cian.ru/sale/flat/290629730/;Санкт-Петербург;sale;flat;5;9;2;57.2;12000000;Выборгский;Шувалово-Озерки;Проспект Просвещения;
ЦДС;https://spb.cian.ru/sale/flat/292528155/;Санкт-Петербург;sale;flat;1;24;2;35.3;6896140;Невский;Русановская;Обухово;ЦДС Приневский
Петербургская Недвижимость;https://spb.cian.ru/sale/flat/292052465/;Санкт-Петербург;sale;flat;5;8;2;61.1;14500000;Московский;Среднерогатская;Звездная;Триумф Парк
Самолет;https://spb.cian.ru/sale/flat/292680212/;Санкт-Петербург;sale;flat;1;11;2;51.96;6806136;Колпинский;;Рыбацкое;Новое Колпино ЖК
АРИН;https://spb.cian.ru/sale/flat/290960278/;Санкт-Петербург;sale;flat;2;5;2;42.0;6900000;Московский;Орджоникидзе;Звездная;
Лидер Групп;https://spb.cian.ru/sale/flat/286948554/;Санкт-Петербург;sale;flat;2;12;2;50.58;6929460;Пушкинский;;Купчино;Аэросити 5 ЖК
BR Group;https://spb.cian.ru/sale/flat/292422084/;Санкт-Петербург;sale;flat;17;27;2;48.2;11000000;Калининский;Северный;Гражданский проспект;
ФСК;https://spb.cian.ru/sale/flat/285920853/;Санкт-Петербург;sale;flat;6;10;2;55.34;6947660;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
Панорама;https://spb.cian.ru/sale/flat/293001386/;Санкт-Петербург;sale;flat;10;25;2;67.7;15500000;Приморский;Комендантский аэродром;Пионерская;
Самолет;https://spb.cian.ru/sale/flat/284754904/;Санкт-Петербург;sale;flat;1;8;2;37.65;6905806;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Мир квартир элит Крестовский;https://spb.cian.ru/sale/flat/286808431/;Санкт-Петербург;sale;flat;6;12;2;68.2;28500000;Петроградский;Пионерская;Чкаловская;Премьер Палас
Самолет;https://spb.cian.ru/sale/flat/288561352/;Санкт-Петербург;sale;flat;1;8;2;42.2;6914143;Курортный;;Проспект Просвещения;Курортный квартал ЖК
АРИСТА;https://spb.cian.ru/sale/flat/283321468/;Санкт-Петербург;sale;flat;5;9;2;43.8;5550000;Колпинский;бульвар Трудящихся;;
Самолет;https://spb.cian.ru/sale/flat/290255623/;Санкт-Петербург;sale;flat;1;11;2;51.97;6929555;Колпинский;;Рыбацкое;Новое Колпино ЖК
FRAN;https://spb.cian.ru/sale/flat/289391803/;Санкт-Петербург;sale;flat;12;24;2;58.7;9400000;Выборгский;Заречная;Парнас;Шуваловский дуэт
Самолет;https://spb.cian.ru/sale/flat/289283427/;Санкт-Петербург;sale;flat;4;9;2;44.0;6937520;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Петербургская Недвижимость;https://spb.cian.ru/sale/flat/291204128/;Санкт-Петербург;sale;flat;5;5;2;46.8;6400000;Фрунзенский;Будапештская;Международная;
ЦДС;https://spb.cian.ru/sale/flat/292526546/;Санкт-Петербург;sale;flat;1;16;2;38.6;6925792;Выборгский;дорога Михайловская;Парнас;Parkolovo
Нина Вилесова;https://spb.cian.ru/sale/flat/292959004/;Санкт-Петербург;sale;flat;15;19;2;52.1;11300000;Выборгский;Заречная;;На Заречной
ФСК;https://spb.cian.ru/sale/flat/285920752/;Санкт-Петербург;sale;flat;3;10;2;46.44;6935581;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
Академия - центральный офис;https://spb.cian.ru/sale/flat/292985295/;Санкт-Петербург;sale;flat;13;15;2;55.0;7500000;Выборгский;Юкковское шоссе;Проспект Просвещения;
Лидер Групп;https://spb.cian.ru/sale/flat/286948644/;Санкт-Петербург;sale;flat;5;12;2;50.0;6950000;Пушкинский;;Купчино;Аэросити 5 ЖК
Мир Квартир Элит;https://spb.cian.ru/sale/flat/292986256/;Санкт-Петербург;sale;flat;3;11;2;76.4;33300000;Адмиралтейский;Измайловское;Балтийская;Галактика Pro
Самолет;https://spb.cian.ru/sale/flat/292207829/;Санкт-Петербург;sale;flat;7;11;2;46.62;6958833;Колпинский;;Рыбацкое;Новое Колпино ЖК
Century 21 Гарант;https://spb.cian.ru/sale/flat/290703430/;Санкт-Петербург;sale;flat;25;25;2;49.0;10900000;Приморский;Плесецкая;Комендантский проспект;Чистое небо
Лидер Групп;https://spb.cian.ru/sale/flat/286951042/;Санкт-Петербург;sale;flat;2;12;2;54.37;7068100;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
Первое Агентство Недвижимости;https://spb.cian.ru/sale/flat/292125575/;Санкт-Петербург;sale;flat;21;25;2;56.4;7600000;Красногвардейский;Чарушинская;;Цветной Город
Самолет;https://spb.cian.ru/sale/flat/288113077/;Санкт-Петербург;sale;flat;10;11;2;48.87;7030096;Колпинский;;Рыбацкое;Новое Колпино ЖК
HOME INVEST;https://spb.cian.ru/sale/flat/291256311/;Санкт-Петербург;sale;flat;3;26;2;65.0;18100000;Приморский;Коломяги;Удельная;Северная корона
Лидер Групп;https://spb.cian.ru/sale/flat/286951557/;Санкт-Петербург;sale;flat;4;12;2;54.36;7066800;Пушкинский;;Купчино;Аэросити Клаб ЖК
ТРЕНД;https://spb.cian.ru/sale/flat/291963710/;Санкт-Петербург;sale;flat;12;12;2;55.0;11500000;Приморский;Лахта-Ольгино;Беговая;Юнтолово
Лидер Групп;https://spb.cian.ru/sale/flat/286947894/;Санкт-Петербург;sale;flat;2;12;2;52.3;7060500;Пушкинский;;Купчино;Аэросити 5 ЖК
Барокко;https://spb.cian.ru/sale/flat/291444345/;Санкт-Петербург;sale;flat;4;13;2;43.0;16800000;Василеостровский;Беринга;Приморская;Дом на Васильевском
Самолет;https://spb.cian.ru/sale/flat/288563563/;Санкт-Петербург;sale;flat;1;8;2;40.5;7030196;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Агентство недвижимости Романа Чиковани;https://spb.cian.ru/sale/flat/286278702/;Санкт-Петербург;sale;flat;7;10;2;57.28;9400000;Московский;Гагаринское;Купчино;IN2IT
Самолет;https://spb.cian.ru/sale/flat/292207828/;Санкт-Петербург;sale;flat;5;11;2;50.57;7037645;Колпинский;;Рыбацкое;Новое Колпино ЖК
Insiders;https://spb.cian.ru/sale/flat/286344760/;Санкт-Петербург;sale;flat;3;6;2;74.7;17400000;Выборгский;Сосновское;Озерки;
ЦДС;https://spb.cian.ru/sale/flat/292525424/;Санкт-Петербург;sale;flat;2;17;2;37.23;7056390;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
PRO.Flat;https://spb.cian.ru/sale/flat/270034992/;Санкт-Петербург;sale;flat;3;8;2;73.51;21999000;Петроградский;Петровский;Крестовский остров;Петровский квартал на воде
ФСК;https://spb.cian.ru/sale/flat/285920423/;Санкт-Петербург;sale;flat;6;10;2;56.27;7016587;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
NF GROUP  St Petersburg;https://spb.cian.ru/sale/flat/292995624/;Санкт-Петербург;sale;flat;4;8;2;70.0;30800000;Петроградский;Петровский;Крестовский остров;Familia
ФСК;https://spb.cian.ru/sale/flat/285920810/;Санкт-Петербург;sale;flat;2;10;2;56.98;7008255;Пушкинский;;Шушары;Ап-квартал Новый Московский ЖК
Century 21 Гарант;https://spb.cian.ru/sale/flat/291407826/;Санкт-Петербург;sale;flat;14;24;2;58.8;13900000;Приморский;Парашютная;Комендантский проспект;UP-квартал Комендантский
ЦДС;https://spb.cian.ru/sale/flat/292525098/;Санкт-Петербург;sale;flat;2;15;2;37.93;7090275;Приморский;Коломяги;Комендантский проспект;ЦДС Дримлайн ЖК
Первое Агентство Недвижимости;https://spb.cian.ru/sale/flat/290953103/;Санкт-Петербург;sale;flat;3;13;2;53.79;12490000;Калининский;Финляндский;Лесная;Беларт ЖК
Лидер Групп;https://spb.cian.ru/sale/flat/286947894/;Санкт-Петербург;sale;flat;2;12;2;52.3;7060500;Пушкинский;;Купчино;Аэросити 5 ЖК
АН Знаменское;https://spb.cian.ru/sale/flat/291278859/;Санкт-Петербург;sale;flat;2;5;2;45.7;6800000;Калининский;Руставели;Академическая;
Самолет;https://spb.cian.ru/sale/flat/284769138/;Санкт-Петербург;sale;flat;8;11;2;49.05;7040320;Колпинский;;Рыбацкое;Новое Колпино ЖК
NF GROUP  St Petersburg;https://spb.cian.ru/sale/flat/278453227/;Санкт-Петербург;sale;flat;6;6;2;76.5;32500000;Центральный;Стремянная;Маяковская;
Лидер Групп;https://spb.cian.ru/sale/flat/286951564/;Санкт-Петербург;sale;flat;2;12;2;55.53;7107840;Пушкинский;;Купчино;Аэросити Клаб ЖК
МИР КВАРТИР;https://spb.cian.ru/sale/flat/291926938/;Санкт-Петербург;sale;flat;3;14;2;56.5;17990000;Московский;Заозерная;Фрунзенская;Time Дом у Московского
Самолет;https://spb.cian.ru/sale/flat/284754884/;Санкт-Петербург;sale;flat;2;9;2;40.56;7146682;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Мир Квартир Элит;https://spb.cian.ru/sale/flat/292630474/;Санкт-Петербург;sale;flat;21;25;2;64.0;14900000;Приморский;Комендантский аэродром;Пионерская;Приморский квартал
Стоун;https://spb.cian.ru/sale/flat/292708942/;Санкт-Петербург;sale;flat;10;11;2;67.44;7116200;Пушкинский;;Шушары;Полет ЖК
Мир Квартир Элит;https://spb.cian.ru/sale/flat/292675569/;Санкт-Петербург;sale;flat;5;9;2;94.9;55000000;Петроградский;Большая Посадская;Горьковская;Собрание
Стоун;https://spb.cian.ru/sale/flat/292709636/;Санкт-Петербург;sale;flat;5;11;2;62.4;7148600;Пушкинский;Московское шоссе;Шушары;Полет
ТРЕНД;https://spb.cian.ru/sale/flat/292049096/;Санкт-Петербург;sale;flat;4;5;2;48.0;8750000;Приморский;Лахта-Ольгино;Беговая;Юнтолово
ГлавстройСПб;https://spb.cian.ru/sale/flat/284966182/;Санкт-Петербург;sale;flat;1;15;2;38.88;7217295;Выборгский;Федора Абрамова;Проспект Просвещения;Северная долина
Денис Петров;https://spb.cian.ru/sale/flat/291268455/;Санкт-Петербург;sale;flat;14;16;2;53.6;10435000;Выборгский;Есенина;Озерки;
Лидер Групп;https://spb.cian.ru/sale/flat/286950927/;Санкт-Петербург;sale;flat;12;12;2;53.23;7186050;Пушкинский;Жилой Аэросити 4 кв-л;Купчино;Аэросити 4
Агентство Котлин;https://spb.cian.ru/sale/flat/279612561/;Санкт-Петербург;sale;flat;1;18;2;67.1;10000000;Московский;Федора Котанова;Звездная;Звезды Столиц
Стоун;https://spb.cian.ru/sale/flat/292709027/;Санкт-Петербург;sale;flat;5;11;2;68.09;7184450;Пушкинский;;Шушары;Полет ЖК
ПИА Недвижимость;https://spb.cian.ru/sale/flat/289981039/;Санкт-Петербург;sale;flat;9;11;2;81.1;14100000;Приморский;Стародеревенская;Комендантский проспект;
Стоун;https://spb.cian.ru/sale/flat/292709655/;Санкт-Петербург;sale;flat;6;11;2;62.6;7171400;Пушкинский;Московское шоссе;Шушары;Полет
Вам к нам;https://spb.cian.ru/sale/flat/291913019/;Санкт-Петербург;sale;flat;10;10;2;57.3;6800000;Красносельский;Коммунаров;Ленинский проспект;
Стоун;https://spb.cian.ru/sale/flat/292709454/;Санкт-Петербург;sale;flat;1;5;2;62.7;7245500;Пушкинский;Московское шоссе;Шушары;Полет
NF GROUP  St Petersburg;https://spb.cian.ru/sale/flat/272411942/;Санкт-Петербург;sale;flat;2;7;2;69.9;20131000;Адмиралтейский;Галерная;Адмиралтейская;Голландия
Стоун;https://spb.cian.ru/sale/flat/292709654/;Санкт-Петербург;sale;flat;2;11;2;63.7;7296800;Пушкинский;Московское шоссе;Шушары;Полет
Sever Group;https://spb.cian.ru/sale/flat/288181788/;Санкт-Петербург;sale;flat;1;3;2;56.1;12600000;Василеостровский;Васильевский;Василеостровская;
Лидер Групп;https://spb.cian.ru/sale/flat/286948582/;Санкт-Петербург;sale;flat;2;12;2;54.01;7291350;Пушкинский;;Купчино;Аэросити 5 ЖК
Ваш Дом;https://spb.cian.ru/sale/flat/284611477/;Санкт-Петербург;sale;flat;4;12;2;75.8;29000000;Петроградский;Барочная;Чкаловская;Ориенталь
ГлавстройСПб;https://spb.cian.ru/sale/flat/274180833/;Санкт-Петербург;sale;flat;1;15;2;34.86;7262558;Выборгский;Федора Абрамова;Проспект Просвещения;Северная долина
Century 21 Гарант;https://spb.cian.ru/sale/flat/292495022/;Санкт-Петербург;sale;flat;9;12;2;71.0;20900000;Московский;Кузнецовская;Парк Победы;Статус у Парка Победы
ЦДС;https://spb.cian.ru/sale/flat/292528172/;Санкт-Петербург;sale;flat;1;24;2;37.1;7253413;Невский;Русановская;Обухово;ЦДС Приневский
Мир квартир элит Крестовский;https://spb.cian.ru/sale/flat/287217446/;Санкт-Петербург;sale;flat;6;13;2;68.5;29000000;Выборгский;Новолитовская;Лесная;Life Лесная
Самолет;https://spb.cian.ru/sale/flat/288563560/;Санкт-Петербург;sale;flat;1;8;2;45.1;7280448;Курортный;;Проспект Просвещения;Курортный квартал ЖК
Active Group - Арендафон. Штаб Квартир;https://spb.cian.ru/sale/flat/288417130/;Санкт-Петербург;sale;flat;3;4;2;56.0;18490000;Центральный;Смольнинское;Площадь Восстания;
