author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
Самолет;https://spb.cian.ru/sale/flat/287034453/;Санкт-Петербург;sale;flat;2;8;2;56.48;10783868;Колпинский;;Шушары;Астрид ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/290948639/;Санкт-Петербург;sale;flat;1;5;2;60.58;10831704;Колпинский;Понтонная;Рыбацкое;Юттери
ПЛОЩАДЬ;https://spb.cian.ru/sale/flat/286766745/;Санкт-Петербург;sale;flat;17;25;2;47.0;10850000;Приморский;Лидии Зверевой;Комендантский проспект;Шуваловский
VEREN GROUP;https://spb.cian.ru/sale/flat/285685235/;Санкт-Петербург;sale;flat;3;3;2;48.8;10937446;Петродворцовый;Красносельское шоссе;Проспект Ветеранов;Veren Village Стрельна
Самолет;https://spb.cian.ru/sale/flat/290889049/;Санкт-Петербург;sale;flat;7;16;2;47.85;10992066;Невский;Рыбацкое;Рыбацкое;Живи в Рыбацком ЖК
Самолет;https://spb.cian.ru/sale/flat/287052097/;Санкт-Петербург;sale;flat;7;8;2;60.72;10998039;Колпинский;;Шушары;Астрид ЖК
КВС;https://spb.cian.ru/sale/flat/279688542/;Санкт-Петербург;sale;flat;1;5;2;64.6;10977440;Пушкинский;Пулковское тер.;Звездная;ЮгТаун. Олимпийские кварталы
Самолет Плюс Санкт-Петербург Приморский;https://spb.cian.ru/sale/flat/285551692/;Санкт-Петербург;sale;flat;3;12;2;53.0;10990000;Приморский;Беговая;;
Колвэй;https://spb.cian.ru/sale/flat/290240700/;Санкт-Петербург;sale;flat;4;4;2;54.1;10900000;Красногвардейский;Большая Охта;Новочеркасская;
VEREN GROUP;https://spb.cian.ru/sale/flat/292425298/;Санкт-Петербург;sale;flat;5;10;2;38.5;11054227;Приморский;Парашютная;Комендантский проспект;Veren Next Шуваловский
VEREN GROUP;https://spb.cian.ru/sale/flat/292425296/;Санкт-Петербург;sale;flat;5;10;2;37.3;11030970;Приморский;Парашютная;Комендантский проспект;Veren Next Шуваловский
;https://spb.cian.ru/sale/flat/292221791/;Санкт-Петербург;sale;flat;1;14;2;55.5;11000266;Приморский;Коломяги;Комендантский проспект;Чистое небо
;https://spb.cian.ru/sale/flat/291619272/;Санкт-Петербург;sale;flat;1;5;2;61.2;11000097;Московский;Пулковский меридиан;Звездная;Парадный ансамбль ЖК
;https://spb.cian.ru/sale/flat/292788670/;Санкт-Петербург;sale;flat;1;4;2;61.8;11050210;Пушкинский;Детскосельский тер.;Шушары;Univer City. Город возможностей
VEREN GROUP;https://spb.cian.ru/sale/flat/285872447/;Санкт-Петербург;sale;flat;3;3;2;45.0;11009250;Петродворцовый;Красносельское шоссе;Проспект Ветеранов;Veren Village Стрельна
Самолет;https://spb.cian.ru/sale/flat/287052094/;Санкт-Петербург;sale;flat;6;8;2;58.13;11071214;Колпинский;;Шушары;Астрид ЖК
;https://spb.cian.ru/sale/flat/292992059/;Санкт-Петербург;sale;flat;1;4;2;57.78;11100029;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город. Резиденции
ГлавстройСПб;https://spb.cian.ru/sale/flat/292051355/;Санкт-Петербург;sale;flat;2;15;2;66.26;11122735;Выборгский;Федора Абрамова;Проспект Просвещения;Северная долина
Ленстройтрест;https://spb.cian.ru/sale/flat/287818319/;Санкт-Петербург;sale;flat;5;5;2;57.76;11199664;Колпинский;Понтонная;Рыбацкое;Юттери
ID 76043437;https://spb.cian.ru/sale/flat/273397501/;Санкт-Петербург;sale;flat;25;27;2;62.07;11190000;Выборгский;Федора Абрамова;Парнас;Северная долина
Ленстройтрест;https://spb.cian.ru/sale/flat/283556974/;Санкт-Петербург;sale;flat;1;7;2;45.38;11258778;Приморский;Коломяги;Проспект Просвещения;Окла ЖК
;https://spb.cian.ru/sale/flat/291645840/;Санкт-Петербург;sale;flat;6;13;2;63.37;11230748;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
;https://spb.cian.ru/sale/flat/292546377/;Санкт-Петербург;sale;flat;2;4;2;59.18;11241000;Курортный;;Беговая;Лисино
ТРЕНД;https://spb.cian.ru/sale/flat/291874754/;Санкт-Петербург;sale;flat;9;25;2;62.3;11400000;Приморский;Коломяги;Проспект Просвещения;Окла
VEREN GROUP;https://spb.cian.ru/sale/flat/285685230/;Санкт-Петербург;sale;flat;3;3;2;46.9;11326350;Петродворцовый;Красносельское шоссе;Проспект Ветеранов;Veren Village Стрельна
;https://spb.cian.ru/sale/flat/291036678/;Санкт-Петербург;sale;flat;1;8;2;67.0;11350135;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город
Самолет;https://spb.cian.ru/sale/flat/292292239/;Санкт-Петербург;sale;flat;3;11;2;55.66;11326309;Невский;Рыбацкое;Рыбацкое;Живи в Рыбацком ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/287818603/;Санкт-Петербург;sale;flat;1;5;2;58.13;11434080;Колпинский;проезд Понтонный;Рыбацкое;Юттери
АРИН;https://spb.cian.ru/sale/flat/292500429/;Санкт-Петербург;sale;flat;6;25;2;66.8;11400000;Невский;Рыбацкое;Рыбацкое;Живи! в Рыбацком
РосСтройИнвест;https://spb.cian.ru/sale/flat/286428967/;Санкт-Петербург;sale;flat;4;17;2;58.96;11438974;Невский;Народный;;Лайнеръ ЖК
;https://spb.cian.ru/sale/flat/291645780/;Санкт-Петербург;sale;flat;4;13;2;61.68;11387361;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
БФА-Девелопмент;https://spb.cian.ru/sale/flat/286011479/;Санкт-Петербург;sale;flat;1;7;2;52.19;11439000;Выборгский;Шувалово-Озерки;;БФА в Озерках
VEREN GROUP;https://spb.cian.ru/sale/flat/285685136/;Санкт-Петербург;sale;flat;2;3;2;50.5;11538240;Петродворцовый;Красносельское шоссе;Проспект Ветеранов;Veren Village Стрельна
;https://spb.cian.ru/sale/flat/292788898/;Санкт-Петербург;sale;flat;2;5;2;58.86;11500125;Московский;Струве;Звездная;Зеленый квартал
;https://spb.cian.ru/sale/flat/292432345/;Санкт-Петербург;sale;flat;4;4;2;50.77;11450442;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город. Резиденции
Полис;https://spb.cian.ru/sale/flat/289872085/;Санкт-Петербург;sale;flat;1;13;2;52.35;11487197;Приморский;Юнтолово;Комендантский проспект;Полис Приморский 2 ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/290948644/;Санкт-Петербург;sale;flat;1;5;2;62.92;11545820;Колпинский;Понтонная;Рыбацкое;Юттери
ТРЕНД;https://spb.cian.ru/sale/flat/291701241/;Санкт-Петербург;sale;flat;15;20;2;59.0;11500000;Красногвардейский;Полюстрово;Девяткино;Новая Охта
;https://spb.cian.ru/sale/flat/291645901/;Санкт-Петербург;sale;flat;9;13;2;63.68;11502200;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
ТРЕНД;https://spb.cian.ru/sale/flat/289909530/;Санкт-Петербург;sale;flat;1;4;2;53.0;11499999;Василеостровский;1-я Васильевского острова линия;Василеостровская;
Метры оптом;https://spb.cian.ru/sale/flat/284373287/;Санкт-Петербург;sale;flat;14;19;2;69.0;11500000;Василеостровский;Морской;Приморская;"Светлый мир ""Я-романтик"""
БФА-Девелопмент;https://spb.cian.ru/sale/flat/282780517/;Санкт-Петербург;sale;flat;2;20;2;52.84;11515000;Красносельский;Маршала Захарова;Автово;Огни Залива
Plaza Lotus Group;https://spb.cian.ru/sale/flat/291146264/;Санкт-Петербург;sale;flat;4;29;2;53.8;11533860;Московский;Гагаринское;Купчино;IN2IT
Шельф;https://spb.cian.ru/sale/flat/291304601/;Санкт-Петербург;sale;flat;17;26;2;72.0;11520000;Пушкинский;проспект Новгородский;Шушары;Simple
ЦДС;https://spb.cian.ru/sale/flat/292522842/;Санкт-Петербург;sale;flat;2;4;2;47.3;11646253;Фрунзенский;Волковское;Волковская;ЦДС Волковский
ЦДС;https://spb.cian.ru/sale/flat/292943292/;Санкт-Петербург;sale;flat;2;16;2;48.87;11636044;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
VEREN GROUP;https://spb.cian.ru/sale/flat/292425302/;Санкт-Петербург;sale;flat;9;10;2;38.1;11595741;Приморский;Парашютная;Комендантский проспект;Veren Next Шуваловский
Шельф;https://spb.cian.ru/sale/flat/268905822/;Санкт-Петербург;sale;flat;4;26;2;72.7;11632000;Пушкинский;проспект Новгородский;Шушары;Simple
Самолет;https://spb.cian.ru/sale/flat/285260091/;Санкт-Петербург;sale;flat;13;16;2;60.51;11621356;Невский;Рыбацкое;Рыбацкое;Живи в Рыбацком ЖК
;https://spb.cian.ru/sale/flat/292992103/;Санкт-Петербург;sale;flat;1;4;2;57.58;11550058;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город. Резиденции
РСТИ;https://spb.cian.ru/sale/flat/286343934/;Санкт-Петербург;sale;flat;1;19;2;50.51;11639380;Калининский;Финляндский;Выборгская;Master Place
Ленстройтрест;https://spb.cian.ru/sale/flat/287818463/;Санкт-Петербург;sale;flat;1;5;2;68.82;11610186;Колпинский;шоссе Рубежное;Рыбацкое;Юттери
РосСтройИнвест;https://spb.cian.ru/sale/flat/286428712/;Санкт-Петербург;sale;flat;5;17;2;49.15;11552168;Невский;Народный;;Лайнеръ ЖК
Группа Эталон;https://spb.cian.ru/sale/flat/290875895/;Санкт-Петербург;sale;flat;1;4;2;64.5;11591795;Пушкинский;;Купчино;Пулковский дом ЖК
;https://spb.cian.ru/sale/flat/292577567/;Санкт-Петербург;sale;flat;2;25;2;63.29;11651512;Приморский;Коломяги;Проспект Просвещения;Френдс ЖК
ЦДС;https://spb.cian.ru/sale/flat/292943053/;Санкт-Петербург;sale;flat;1;16;2;51.86;11662911;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
ЦДС;https://spb.cian.ru/sale/flat/292942379/;Санкт-Петербург;sale;flat;1;14;2;37.59;11658914;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/273227076/;Санкт-Петербург;sale;flat;12;12;2;49.5;11731500;Московский;Звёздное;Звездная;NEOPARK
;https://spb.cian.ru/sale/flat/292992106/;Санкт-Петербург;sale;flat;1;4;2;58.69;11650493;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город. Резиденции
;https://spb.cian.ru/sale/flat/292992094/;Санкт-Петербург;sale;flat;4;4;2;54.93;11750131;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город. Резиденции
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/285556020/;Санкт-Петербург;sale;flat;3;18;2;53.2;11740000;Красносельский;Адмирала Черокова;Проспект Ветеранов;More
Ленстройтрест;https://spb.cian.ru/sale/flat/292342415/;Санкт-Петербург;sale;flat;4;5;2;68.18;11781300;Колпинский;шоссе Рубежное;Рыбацкое;Юттери
Владис Северо-Запад;https://spb.cian.ru/sale/flat/292847075/;Санкт-Петербург;sale;flat;1;5;2;55.6;11750000;Невский;Ольги Берггольц;Елизаровская;
Ольга Лопатина;https://spb.cian.ru/sale/flat/292767050/;Санкт-Петербург;sale;flat;11;27;2;62.8;11700000;Выборгский;Валерия Гаврилина;Парнас;Северная долина
БФА-Девелопмент;https://spb.cian.ru/sale/flat/286010941/;Санкт-Петербург;sale;flat;2;7;2;57.93;11857000;Выборгский;Шувалово-Озерки;;БФА в Озерках
Ленстройтрест;https://spb.cian.ru/sale/flat/291552955/;Санкт-Петербург;sale;flat;5;5;2;55.95;11859250;Колпинский;шоссе Рубежное;Рыбацкое;Юттери
Самолет Плюс Санкт-Петербург Приморский;https://spb.cian.ru/sale/flat/281225671/;Санкт-Петербург;sale;flat;6;6;2;80.2;11800000;Фрунзенский;Тамбовская;;
ЦДС;https://spb.cian.ru/sale/flat/292943148/;Санкт-Петербург;sale;flat;2;16;2;51.08;11954366;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
Андрей Иванов;https://spb.cian.ru/sale/flat/290818604/;Санкт-Петербург;sale;flat;1;4;2;53.0;11900000;Василеостровский;1-я Васильевского острова линия;Василеостровская;
Полис;https://spb.cian.ru/sale/flat/287305572/;Санкт-Петербург;sale;flat;4;13;2;53.56;11956812;Приморский;Юнтолово;Комендантский проспект;Полис Приморский 2 ЖК
ТРЕНД;https://spb.cian.ru/sale/flat/288372067/;Санкт-Петербург;sale;flat;9;12;2;50.3;11900000;Московский;Звёздное;Звездная;Антей
Мир квартир элит Крестовский;https://spb.cian.ru/sale/flat/286808421/;Санкт-Петербург;sale;flat;11;16;2;75.0;11990000;Красносельский;Южно-Приморский;Ленинский проспект;
РСТИ;https://spb.cian.ru/sale/flat/284358953/;Санкт-Петербург;sale;flat;2;7;2;47.52;11934816;Калининский;Финляндский;Выборгская;Master Place
АРИН;https://spb.cian.ru/sale/flat/291917381/;Санкт-Петербург;sale;flat;24;25;2;58.0;11900000;Приморский;Коломяги;Комендантский проспект;Чистое небо
МИР КВАРТИР;https://spb.cian.ru/sale/flat/287586226/;Санкт-Петербург;sale;flat;1;5;2;53.9;11900000;Адмиралтейский;Коломна;Садовая;
БФА-Девелопмент;https://spb.cian.ru/sale/flat/282780618/;Санкт-Петербург;sale;flat;2;20;2;52.44;11952000;Красносельский;Маршала Захарова;Автово;Огни Залива
ЦДС;https://spb.cian.ru/sale/flat/292943113/;Санкт-Петербург;sale;flat;7;16;2;49.74;12087556;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
;https://spb.cian.ru/sale/flat/293018688/;Санкт-Петербург;sale;flat;2;4;2;60.74;12100288;Красносельский;Сосновая поляна;Проспект Ветеранов;Солнечный город. Резиденции
Полис;https://spb.cian.ru/sale/flat/280447709/;Санкт-Петербург;sale;flat;2;13;2;53.08;12036440;Приморский;Юнтолово;Старая Деревня;Полис Приморский 2 ЖК
РСТИ;https://spb.cian.ru/sale/flat/286343976/;Санкт-Петербург;sale;flat;2;19;2;49.87;12007015;Калининский;Финляндский;Выборгская;Master Place
Ленстройтрест;https://spb.cian.ru/sale/flat/287818269/;Санкт-Петербург;sale;flat;3;5;2;58.73;12098380;Колпинский;Понтонная;Рыбацкое;Юттери
Омега;https://spb.cian.ru/sale/flat/285753501/;Санкт-Петербург;sale;flat;6;6;2;53.9;12000000;Центральный;Гончарная;Площадь Восстания;
ID 99158858;https://spb.cian.ru/sale/flat/292767000/;Санкт-Петербург;sale;flat;1;17;2;60.5;12000000;Приморский;Парашютная;Комендантский проспект;Шуваловский
ЦДС;https://spb.cian.ru/sale/flat/292942570/;Санкт-Петербург;sale;flat;12;14;2;39.35;12158739;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/292886211/;Санкт-Петербург;sale;flat;2;5;2;42.4;12200000;Московский;Варшавская;Электросила;
Росстройинвест;https://spb.cian.ru/sale/flat/278309344/;Санкт-Петербург;sale;flat;2;23;2;48.58;12236817;Калининский;Финляндский;Выборгская;Беларт ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/283556993/;Санкт-Петербург;sale;flat;1;7;2;61.23;12190893;Приморский;Коломяги;Проспект Просвещения;Окла ЖК
;https://spb.cian.ru/sale/flat/291645805/;Санкт-Петербург;sale;flat;5;13;2;64.59;12177152;Приморский;Чёрная речка;Черная речка;Zoom Черная Речка
РосСтройИнвест;https://spb.cian.ru/sale/flat/286429242/;Санкт-Петербург;sale;flat;15;17;2;57.54;12221608;Невский;Народный;;Лайнеръ ЖК
БФА-Девелопмент;https://spb.cian.ru/sale/flat/286011046/;Санкт-Петербург;sale;flat;1;7;2;57.23;12244000;Выборгский;Шувалово-Озерки;;БФА в Озерках
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/273227056/;Санкт-Петербург;sale;flat;9;12;2;60.6;12368460;Московский;Звёздное;Звездная;NEOPARK
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/267103149/;Санкт-Петербург;sale;flat;2;14;2;58.68;12375612;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
Самолет;https://spb.cian.ru/sale/flat/292207778/;Санкт-Петербург;sale;flat;3;11;2;62.3;12386673;Невский;Рыбацкое;Рыбацкое;Живи в Рыбацком ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/283555923/;Санкт-Петербург;sale;flat;1;7;2;57.97;12374890;Приморский;Коломяги;Проспект Просвещения;Окла
Ленстройтрест;https://spb.cian.ru/sale/flat/287818621/;Санкт-Петербург;sale;flat;5;5;2;54.59;12269250;Колпинский;проезд Понтонный;Рыбацкое;Юттери
Ленстройтрест;https://spb.cian.ru/sale/flat/287818480/;Санкт-Петербург;sale;flat;5;5;2;58.41;12297600;Колпинский;шоссе Рубежное;Рыбацкое;Юттери
Самолет Плюс Санкт-Петербург Приморский;https://spb.cian.ru/sale/flat/288139493/;Санкт-Петербург;sale;flat;7;20;2;60.5;12300000;Невский;Невзоровой;;ЦДС Елизаровский
БФА-Девелопмент;https://spb.cian.ru/sale/flat/282780614/;Санкт-Петербург;sale;flat;2;20;2;56.78;12260000;Красносельский;Маршала Захарова;Автово;Огни Залива
Прагма;https://spb.cian.ru/sale/flat/274313323/;Санкт-Петербург;sale;flat;15;23;2;56.3;12340517;Выборгский;дорога Ольгинская;Парнас;Прагма city
;https://spb.cian.ru/sale/flat/292227231/;Санкт-Петербург;sale;flat;1;17;2;63.56;12320598;Московский;Звёздное;Звездная;Звезды Столиц ЖК
;https://spb.cian.ru/sale/flat/292426035/;Санкт-Петербург;sale;flat;7;10;2;42.1;12439943;Приморский;Парашютная;Комендантский проспект;Veren Next Шуваловский
;https://spb.cian.ru/sale/flat/292577558/;Санкт-Петербург;sale;flat;20;25;2;63.88;12453604;Приморский;Коломяги;Проспект Просвещения;Френдс ЖК
VEREN GROUP;https://spb.cian.ru/sale/flat/292425358/;Санкт-Петербург;sale;flat;9;10;2;42.0;12410395;Приморский;Парашютная;Комендантский проспект;Veren Next Шуваловский
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/263006065/;Санкт-Петербург;sale;flat;2;14;2;60.63;12471591;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/263006067/;Санкт-Петербург;sale;flat;2;14;2;60.4;12424280;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/284332194/;Санкт-Петербург;sale;flat;2;16;2;55.33;12421585;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/283557025/;Санкт-Петербург;sale;flat;1;7;2;59.96;12453692;Приморский;Коломяги;Проспект Просвещения;Окла ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/283555927/;Санкт-Петербург;sale;flat;1;7;2;59.66;12477540;Приморский;Коломяги;Проспект Просвещения;Окла
Ленстройтрест;https://spb.cian.ru/sale/flat/288172623/;Санкт-Петербург;sale;flat;5;5;2;57.17;12468777;Колпинский;Понтонная;Рыбацкое;Юттери
РосСтройИнвест;https://spb.cian.ru/sale/flat/286428742/;Санкт-Петербург;sale;flat;6;17;2;53.08;12491864;Невский;Народный;;Лайнеръ ЖК
City Solutions;https://spb.cian.ru/sale/flat/292760191/;Санкт-Петербург;sale;flat;3;6;2;46.1;12477149;Адмиралтейский;Измайловское;Балтийская;
Прагма;https://spb.cian.ru/sale/flat/274314472/;Санкт-Петербург;sale;flat;17;23;2;56.5;12412202;Выборгский;дорога Ольгинская;Парнас;Прагма city
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/264912863/;Санкт-Петербург;sale;flat;10;12;2;60.1;12494790;Московский;Звёздное;Звездная;NEOPARK
Прагма;https://spb.cian.ru/sale/flat/284623332/;Санкт-Петербург;sale;flat;9;23;2;62.5;12463910;Выборгский;дорога Ольгинская;Парнас;Прагма city
Прагма;https://spb.cian.ru/sale/flat/287464868/;Санкт-Петербург;sale;flat;4;23;2;63.8;12418815;Выборгский;дорога Ольгинская;Парнас;Прагма city
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/263006088/;Санкт-Петербург;sale;flat;2;14;2;61.76;12580512;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
;https://spb.cian.ru/sale/flat/292788730/;Санкт-Петербург;sale;flat;2;23;2;53.38;12600082;Невский;Невский;Улица Дыбенко;Пульс Премьер ЖК
БФА-Девелопмент;https://spb.cian.ru/sale/flat/282780924/;Санкт-Петербург;sale;flat;2;20;2;57.23;12643000;Красносельский;Маршала Захарова;Автово;Огни Залива
БФА-Девелопмент;https://spb.cian.ru/sale/flat/286011153/;Санкт-Петербург;sale;flat;2;7;2;60.13;12553000;Выборгский;Шувалово-Озерки;;БФА в Озерках
Самолет;https://spb.cian.ru/sale/flat/291969165/;Санкт-Петербург;sale;flat;2;24;2;54.77;12548282;Невский;Славянская;Рыбацкое;Живи! в Рыбацком
СЕНАТОР;https://spb.cian.ru/sale/flat/289688286/;Санкт-Петербург;sale;flat;2;11;2;57.66;12562250;Невский;Народный;Пролетарская;Панорама Невы
Группа Эталон;https://spb.cian.ru/sale/flat/292310959/;Санкт-Петербург;sale;flat;4;4;2;65.1;12621522;Пушкинский;Соколиная;Купчино;Пулковский дом
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;https://spb.cian.ru/sale/flat/290535782/;Санкт-Петербург;sale;flat;1;5;2;64.2;12500000;Василеостровский;Васильевский;Василеостровская;
РосСтройИнвест;https://spb.cian.ru/sale/flat/286428875/;Санкт-Петербург;sale;flat;14;17;2;54.42;12545741;Невский;Народный;;Лайнеръ ЖК
РосСтройИнвест;https://spb.cian.ru/sale/flat/286428894/;Санкт-Петербург;sale;flat;15;17;2;54.57;12580319;Невский;Народный;;Лайнеръ ЖК
Светлана Афанасьева;https://spb.cian.ru/sale/flat/291697480/;Санкт-Петербург;sale;flat;9;9;2;55.0;12500000;Невский;Коллонтай;Проспект Большевиков;
ЦДС;https://spb.cian.ru/sale/flat/292942958/;Санкт-Петербург;sale;flat;1;16;2;56.78;12718820;Приморский;Чёрная речка;Лесная;Черная Речка ЖК
Прагма;https://spb.cian.ru/sale/flat/284623349/;Санкт-Петербург;sale;flat;12;23;2;64.7;12746850;Выборгский;дорога Ольгинская;Парнас;Прагма city
БФА-Девелопмент;https://spb.cian.ru/sale/flat/292410802/;Санкт-Петербург;sale;flat;3;20;2;55.29;12722000;Красносельский;Маршала Захарова;Автово;Огни Залива
СЕНАТОР;https://spb.cian.ru/sale/flat/283953892/;Санкт-Петербург;sale;flat;3;11;2;56.04;12733030;Невский;Народный;Пролетарская;Панорама Невы
Полис;https://spb.cian.ru/sale/flat/280447708/;Санкт-Петербург;sale;flat;1;13;2;58.1;12660648;Приморский;Юнтолово;Старая Деревня;Полис Приморский 2 ЖК
City Solutions;https://spb.cian.ru/sale/flat/292760185/;Санкт-Петербург;sale;flat;2;6;2;47.1;12744083;Адмиралтейский;Измайловское;Балтийская;
ЕОН Недвижимость;https://spb.cian.ru/sale/flat/291513131/;Санкт-Петербург;sale;flat;3;8;2;65.3;12700000;Невский;Народная;Ломоносовская;
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/246160479/;Санкт-Петербург;sale;flat;2;14;2;65.2;12763226;Василеостровский;Гавань;Фрунзенская;Морская набережная. SeaView
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/284332145/;Санкт-Петербург;sale;flat;2;16;2;64.09;12882090;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
;https://spb.cian.ru/sale/flat/292831072/;Санкт-Петербург;sale;flat;1;15;2;57.58;12850474;Невский;Невский;Проспект Большевиков;Pulse Premier
Полис;https://spb.cian.ru/sale/flat/282780539/;Санкт-Петербург;sale;flat;2;13;2;57.43;12801800;Приморский;Юнтолово;Старая Деревня;Полис Приморский 2 ЖК
Группа Эталон;https://spb.cian.ru/sale/flat/285018349/;Санкт-Петербург;sale;flat;6;24;2;68.4;12815839;Приморский;Коломяги;Комендантский проспект;Юбилейный квартал
Росстройинвест;https://spb.cian.ru/sale/flat/292552088/;Санкт-Петербург;sale;flat;18;22;2;48.03;12867079;Калининский;Финляндский;Лесная;БелАрт
БФА-Девелопмент;https://spb.cian.ru/sale/flat/291506512/;Санкт-Петербург;sale;flat;4;20;2;55.45;12757000;Красносельский;Маршала Захарова;Автово;Огни Залива
Этажи Санкт-Петербург;https://spb.cian.ru/sale/flat/293006722/;Санкт-Петербург;sale;flat;12;25;2;61.8;12800000;Приморский;Лидии Зверевой;Озерки;Шуваловский
ПИК;https://spb.cian.ru/sale/flat/289799939/;Санкт-Петербург;sale;flat;2;12;2;47.6;12817347;Фрунзенский;Волковское;Обводный канал;Витебский Парк ЖК
РСТИ;https://spb.cian.ru/sale/flat/292590448/;Санкт-Петербург;sale;flat;4;19;2;57.49;12843885;Калининский;Финляндский;Выборгская;Master Place
РСТИ;https://spb.cian.ru/sale/flat/286343962/;Санкт-Петербург;sale;flat;1;19;2;58.09;12808914;Калининский;Финляндский;Выборгская;Master Place
;https://spb.cian.ru/sale/flat/292221788/;Санкт-Петербург;sale;flat;1;16;2;65.5;12800239;Приморский;Коломяги;Комендантский проспект;Чистое небо
БФА-Девелопмент;https://spb.cian.ru/sale/flat/289199340/;Санкт-Петербург;sale;flat;2;20;2;52.71;12772000;Красносельский;Маршала Захарова;Автово;Огни Залива
Владис Север;https://spb.cian.ru/sale/flat/284198693/;Санкт-Петербург;sale;flat;13;20;2;66.4;12900000;Красносельский;Катерников;Проспект Ветеранов;Линкор
;https://spb.cian.ru/sale/flat/293019019/;Санкт-Петербург;sale;flat;9;12;2;52.35;12950107;Приморский;Коломяги;;Прайм Приморский ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/283556301/;Санкт-Петербург;sale;flat;2;8;2;54.25;12971175;Приморский;Коломяги;Проспект Просвещения;Окла ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/283557069/;Санкт-Петербург;sale;flat;1;7;2;64.57;12939828;Приморский;Коломяги;Проспект Просвещения;Окла ЖК
Ленстройтрест;https://spb.cian.ru/sale/flat/283556336/;Санкт-Петербург;sale;flat;4;8;2;61.59;12995490;Приморский;Коломяги;Проспект Просвещения;Окла ЖК
БФА-Девелопмент;https://spb.cian.ru/sale/flat/291486759/;Санкт-Петербург;sale;flat;8;20;2;58.32;12975000;Красносельский;Маршала Захарова;Автово;Огни Залива
Plaza Lotus Group;https://spb.cian.ru/sale/flat/289556447/;Санкт-Петербург;sale;flat;4;29;2;58.31;12968012;Московский;Гагаринское;Купчино;IN2IT
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/267103253/;Санкт-Петербург;sale;flat;3;14;2;63.35;13081775;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/280870812/;Санкт-Петербург;sale;flat;3;16;2;64.73;13140190;Василеостровский;Гавань;Горный институт;Морская Набережная ЖК
ЛСР. Недвижимость;https://spb.cian.ru/sale/flat/282804023/;Санкт-Петербург;sale;flat;3;12;2;57.7;13086360;Красногвардейский;Партизанская;Новочеркасская;ЛСР. Большая Охта
;https://spb.cian.ru/sale/flat/292871205/;Санкт-Петербург;sale;flat;4;15;2;53.96;13100246;Невский;Невский;Улица Дыбенко;Пульс Премьер ЖК
;https://spb.cian.ru/sale/flat/292992023/;Санкт-Петербург;sale;flat;15;23;2;52.28;13000336;Невский;Невский;Улица Дыбенко;Пульс Премьер ЖК
Самолет;https://spb.cian.ru/sale/flat/292292261/;Санкт-Петербург;sale;flat;3;24;2;50.03;13114014;Невский;Славянская;Рыбацкое;Живи! в Рыбацком
